filename,size paramter of equivalent volume sphere,wavelength (m),extinction efficiency,scattering efficiency,average geometrical cross section (m^2),volume (m^3),maximum distance from the center of mass (m),single scattering albedo,asymmetry factor
MSC_vo_01065_m01_fd_0039,2.29420E+01,1.06500E-06,2.11407E+00,2.11393E+00,6.64444E-11,2.45398E-16,7.10205E-06,9.99936E-01,7.78866E-01
MSC_vo_01065_m03_g1_0932,5.50016E+02,1.06500E-06,2.01635E+00,2.01317E+00,4.03280E-08,3.39400E-12,1.87300E-04,9.98425E-01,7.54900E-01
MSC_vo_01065_m03_g1_3722,2.19595E+03,1.06500E-06,2.00649E+00,1.99840E+00,1.02860E-06,2.16000E-10,1.33400E-03,9.95968E-01,7.31900E-01
MSC_vo_01065_m02_g2_0202,1.18950E+02,1.06500E-06,2.04107E+00,2.04024E+00,1.75200E-09,3.43300E-14,3.64930E-05,9.99593E-01,7.62500E-01
MSC_vo_01065_m02_g2_0280,1.65247E+02,1.06500E-06,2.03264E+00,2.03129E+00,3.38630E-09,9.20420E-14,5.06970E-05,9.99338E-01,7.65800E-01
MSC_vo_01065_m03_g1_7160,4.22400E+03,1.06500E-06,2.00420E+00,1.98911E+00,3.80580E-06,1.53730E-09,2.56600E-03,9.92469E-01,7.33600E-01
MSC_vo_01065_m03_g1_1435,8.46596E+02,1.06500E-06,2.01226E+00,2.00818E+00,1.15300E-07,1.23770E-11,3.54200E-04,9.97972E-01,7.48100E-01
MSC_vo_01065_m02_g2_0076,4.46409E+01,1.06500E-06,2.10640E+00,2.10603E+00,2.46750E-10,1.81460E-15,1.36960E-05,9.99825E-01,7.81800E-01
MSC_vo_01065_m03_g1_1862,1.09877E+03,1.06500E-06,2.01030E+00,2.00562E+00,2.27690E-07,2.70590E-11,5.93300E-04,9.97670E-01,7.33000E-01
MSC_vo_01065_m01_fd_0015,8.72036E+00,1.06500E-06,2.71441E+00,2.71436E+00,9.57353E-12,1.34726E-17,2.69505E-06,9.99982E-01,8.52390E-01
MSC_vo_01065_m02_g2_0594,3.50384E+02,1.06500E-06,2.02088E+00,2.01841E+00,1.52250E-08,8.77440E-13,1.07500E-04,9.98779E-01,7.69300E-01
MSC_vo_01065_m03_g1_2790,1.64614E+03,1.06500E-06,2.00787E+00,2.00168E+00,5.78000E-07,9.09880E-11,1.00000E-03,9.96918E-01,7.31300E-01
MSC_vo_01065_m02_g2_0105,6.19333E+01,1.06500E-06,2.05680E+00,2.05630E+00,4.74950E-10,4.84570E-15,1.90010E-05,9.99760E-01,7.70800E-01
MSC_vo_01065_m02_g2_0388,2.29113E+02,1.06500E-06,2.02581E+00,2.02415E+00,6.50970E-09,2.45320E-13,7.02920E-05,9.99183E-01,7.67200E-01
MSC_vo_01065_m01_fd_0005,3.23089E+00,1.06500E-06,1.03829E+00,1.03828E+00,1.31390E-12,6.84993E-19,1.00005E-06,9.99985E-01,7.92994E-01
MSC_vo_01065_m03_g1_1205,7.11118E+02,1.06500E-06,2.01377E+00,2.01019E+00,7.84920E-08,7.33520E-12,2.81100E-04,9.98223E-01,7.51000E-01
MSC_vo_01065_m03_g1_1660,9.79585E+02,1.06500E-06,2.01112E+00,2.00694E+00,1.74340E-07,1.91740E-11,4.69800E-04,9.97920E-01,7.40400E-01
MSC_vo_01065_m03_g1_2020,1.19148E+03,1.06500E-06,2.00976E+00,2.00518E+00,3.02810E-07,3.45020E-11,7.23800E-04,9.97719E-01,7.30800E-01
MSC_vo_01065_m01_fd_0020,1.19497E+01,1.06500E-06,2.43305E+00,2.43298E+00,1.79783E-11,3.46709E-17,3.69510E-06,9.99972E-01,8.18446E-01
MSC_vo_01065_m01_fd_0010,6.14599E+00,1.06500E-06,2.56940E+00,2.56936E+00,4.75507E-12,4.71605E-18,1.89840E-06,9.99987E-01,8.70100E-01
MSC_vo_01065_m01_fd_0028,1.64798E+01,1.06500E-06,2.30464E+00,2.30455E+00,3.42397E-11,9.09471E-17,5.10195E-06,9.99958E-01,8.02697E-01
MSC_vo_01065_m02_g2_0538,3.17456E+02,1.06500E-06,2.02268E+00,2.02041E+00,1.24980E-08,6.52580E-13,9.73950E-05,9.98880E-01,7.69200E-01
MTC_vo_08750_016611_g2,1.19283E+02,8.75000E-06,2.04353E+00,1.05961E+00,1.74030E-07,1.92000E-11,4.69800E-04,5.18521E-01,9.62532E-01
MTC_vo_08750_020201_g2,1.45060E+02,8.75000E-06,2.03637E+00,1.05521E+00,3.01920E-07,3.45310E-11,7.23800E-04,5.18181E-01,9.62620E-01
MTC_vo_08750_000104_fd,7.47349E-01,8.75000E-06,6.68751E-02,1.55964E-02,4.75017E-12,4.70271E-18,1.94965E-06,2.33217E-01,1.39869E-01
MTC_vo_08750_000203_fd,1.45526E+00,8.75000E-06,2.32523E-01,1.25712E-01,1.80139E-11,3.47287E-17,3.76004E-06,5.40642E-01,4.71903E-01
MTC_vo_08750_018633_g2,1.33796E+02,8.75000E-06,2.03982E+00,1.05490E+00,2.28150E-07,2.70950E-11,5.93300E-04,5.17154E-01,9.62862E-01
MTC_vo_08750_000055_fd,3.93365E-01,8.75000E-06,2.79298E-02,1.39398E-03,1.31150E-12,6.85617E-19,1.01660E-05,4.99101E-02,5.95986E-02
MTC_vo_08750_003883_g2,2.78855E+01,8.75000E-06,2.06228E+00,1.13017E+00,6.49210E-09,2.45300E-13,7.03000E-05,5.48019E-01,9.34325E-01
MTC_vo_08750_009333_g2,6.70164E+01,8.75000E-06,2.06107E+00,1.07813E+00,4.04210E-08,3.40490E-12,1.87300E-04,5.23094E-01,9.57424E-01
MTC_vo_08750_012061_g2,8.66056E+01,8.75000E-06,2.04994E+00,1.06988E+00,7.84100E-08,7.34850E-12,2.81100E-04,5.21906E-01,9.59702E-01
MTC_vo_08750_051633_g1,3.70767E+02,8.75000E-06,2.01927E+00,1.03353E+00,1.97140E-06,5.76590E-10,1.85000E-03,5.11831E-01,9.81130E-01
MTC_vo_08750_000750_fd,5.38772E+00,8.75000E-06,2.02660E+00,1.61588E+00,2.46967E-10,1.76300E-15,1.36475E-05,7.97335E-01,8.87265E-01
MTC_vo_08750_071617_g1,5.14265E+02,8.75000E-06,2.01550E+00,1.03148E+00,3.79270E-06,1.53860E-09,2.56600E-03,5.11774E-01,9.81710E-01
MTC_vo_08750_001041_fd,7.47182E+00,8.75000E-06,2.45672E+00,1.92275E+00,4.75080E-10,4.70281E-15,1.89812E-04,7.82649E-01,9.06299E-01
MTC_vo_08750_000279_fd,2.00584E+00,8.75000E-06,4.35422E-01,2.87855E-01,3.42252E-11,9.09483E-17,5.15264E-06,6.61094E-01,6.53716E-01
MTC_vo_08750_002801_g2,2.01110E+01,8.75000E-06,2.18959E+00,1.30618E+00,3.37870E-09,9.20150E-14,5.07010E-05,5.96538E-01,9.18617E-01
MTC_vo_08750_000542_fd,3.89343E+00,8.75000E-06,1.38225E+00,1.07509E+00,1.28966E-10,6.65257E-16,9.88750E-06,7.77783E-01,8.46556E-01
MTC_vo_08750_037232_g1,2.67352E+02,8.75000E-06,2.02397E+00,1.03713E+00,1.02510E-06,2.16180E-10,1.33400E-03,5.12426E-01,9.80224E-01
MTC_vo_08750_005938_g2,4.26409E+01,8.75000E-06,2.09839E+00,1.12955E+00,1.52040E-08,8.77080E-13,1.07500E-04,5.38295E-01,9.54477E-01
MTC_vo_08750_005380_g2,3.86349E+01,8.75000E-06,2.09278E+00,1.13014E+00,1.24810E-08,6.52380E-13,9.74000E-05,5.40017E-01,9.51118E-01
MTC_vo_08750_000148_fd,1.06198E+00,8.75000E-06,1.28965E-01,5.10817E-02,9.59252E-12,1.34951E-17,2.64595E-06,3.96088E-01,2.74758E-01
MTC_vo_08750_027910_g1,2.00414E+02,8.75000E-06,2.02904E+00,1.04285E+00,5.76030E-07,9.10640E-11,1.00000E-03,5.13962E-01,9.78945E-01
MTC_vo_08750_014360_g2,1.03118E+02,8.75000E-06,2.04797E+00,1.06424E+00,1.15670E-07,1.24040E-11,3.54200E-04,5.19658E-01,9.61397E-01
MTC_vo_08750_000389_fd,2.79237E+00,8.75000E-06,8.12391E-01,6.01620E-01,6.63340E-11,2.45396E-16,7.10229E-05,7.40555E-01,7.64787E-01
MTC_vo_08750_001999_fd,1.43528E+01,8.75000E-06,2.29771E+00,1.52122E+00,1.75436E-09,3.33403E-14,3.64863E-05,6.62057E-01,9.18113E-01
MTC_vo_08750_001440_fd,1.03422E+01,8.75000E-06,2.43794E+00,1.77857E+00,9.10196E-10,1.24727E-14,2.63202E-05,7.29536E-01,9.09235E-01
MTC_vo_08750_000077_fd,5.50695E-01,8.75000E-06,4.30046E-02,5.07766E-03,2.57780E-12,1.88136E-18,1.39261E-06,1.18072E-01,8.14864E-02
MTC_vo_02230_018632_g1,5.24983E+02,2.23000E-06,2.01806E+00,1.83141E+00,2.27780E-07,2.70950E-11,5.93300E-04,9.07509E-01,8.03324E-01
MTC_vo_02230_020201_g1,5.69183E+02,2.23000E-06,2.01712E+00,1.83700E+00,3.01750E-07,3.45310E-11,7.23800E-04,9.10706E-01,8.00856E-01
MTC_vo_02230_005938_g2,1.67314E+02,2.23000E-06,2.04126E+00,1.94271E+00,1.51900E-08,8.77100E-13,1.07500E-04,9.51723E-01,7.96183E-01
MTC_vo_02230_016611_g1,4.68040E+02,2.23000E-06,2.01950E+00,1.84468E+00,1.74250E-07,1.92000E-11,4.69800E-04,9.13432E-01,8.07512E-01
MTC_vo_02230_037232_g1,1.04903E+03,2.23000E-06,2.01139E+00,1.71502E+00,1.02500E-06,2.16180E-10,1.33400E-03,8.52657E-01,8.28343E-01
MTC_vo_02230_005380_g2,1.51594E+02,2.23000E-06,2.04404E+00,1.95399E+00,1.24670E-08,6.52380E-13,9.74000E-05,9.55947E-01,7.87403E-01
MTC_vo_02230_000148_fd,4.16702E+00,2.23000E-06,1.28543E+00,1.28311E+00,9.58434E-12,1.34956E-17,2.69736E-06,9.98191E-01,8.50000E-01
MTC_vo_02230_000389_fd,1.09566E+01,2.23000E-06,2.60222E+00,2.59553E+00,6.62807E-11,2.45397E-16,7.09831E-06,9.97429E-01,8.69694E-01
MTC_vo_02230_027910_g1,7.86378E+02,2.23000E-06,2.01380E+00,1.77764E+00,5.75980E-07,9.10640E-11,1.00000E-03,8.82728E-01,8.14031E-01
MTC_vo_02230_012061_g1,3.39820E+02,2.23000E-06,2.02414E+00,1.87226E+00,7.86200E-08,7.34850E-12,2.81100E-04,9.24966E-01,8.11657E-01
MTC_vo_02230_001453_g2,4.09340E+01,2.23000E-06,2.11669E+00,2.09149E+00,9.09150E-10,1.28440E-14,2.63000E-05,9.88094E-01,8.04175E-01
MTC_vo_02230_000077_fd,2.16080E+00,2.23000E-06,3.06598E-01,3.05514E-01,2.57670E-12,1.88138E-18,1.38417E-06,9.96464E-01,6.74400E-01
MTC_vo_02230_000104_fd,2.93246E+00,2.23000E-06,6.37245E-01,6.35692E-01,4.74587E-12,4.70287E-18,1.91654E-06,9.97563E-01,7.69873E-01
MTC_vo_02230_000203_fd,5.71016E+00,2.23000E-06,2.06116E+00,2.05785E+00,1.79981E-11,3.47296E-17,3.69112E-06,9.98392E-01,8.82047E-01
MTC_vo_02230_002016_g2,5.68089E+01,2.23000E-06,2.07781E+00,2.04302E+00,1.75110E-09,3.43320E-14,3.65000E-05,9.83257E-01,7.92445E-01
MTC_vo_02230_003883_g2,1.09415E+02,2.23000E-06,2.04531E+00,1.97933E+00,6.49470E-09,2.45290E-13,7.03000E-05,9.67741E-01,7.84046E-01
MTC_vo_02230_000055_fd,1.54348E+00,2.23000E-06,1.26321E-01,1.25604E-01,1.31464E-12,6.85632E-19,9.93763E-07,9.94325E-01,5.04327E-01
MTC_vo_02230_014360_g1,4.04610E+02,2.23000E-06,2.02149E+00,1.85018E+00,1.15400E-07,1.24040E-11,3.54200E-04,9.15256E-01,8.13242E-01
MTC_vo_02230_051633_g1,1.45480E+03,2.23000E-06,2.00916E+00,1.63361E+00,1.97290E-06,5.76590E-10,1.85000E-03,8.13082E-01,8.48029E-01
MTC_vo_02230_009333_g2,2.62957E+02,2.23000E-06,2.03033E+00,1.89226E+00,4.05220E-08,3.40490E-12,1.87300E-04,9.31995E-01,7.95895E-01
MTC_vo_02230_000279_fd,7.87044E+00,2.23000E-06,2.66832E+00,2.66362E+00,3.41952E-11,9.09481E-17,5.11078E-06,9.98237E-01,8.92576E-01
MTC_vo_02230_002801_g2,7.89099E+01,2.23000E-06,2.05597E+00,2.00795E+00,3.37810E-09,9.20120E-14,5.07000E-05,9.76647E-01,7.82460E-01
MTC_vo_02230_000542_fd,1.52770E+01,2.23000E-06,2.35850E+00,2.34903E+00,1.28986E-10,6.65272E-16,9.90214E-06,9.95985E-01,8.45380E-01
MTC_vo_02230_001041_fd,2.93175E+01,2.23000E-06,2.03593E+00,2.01757E+00,4.76076E-10,4.70273E-15,1.89880E-05,9.90984E-01,8.09618E-01
MTC_vo_02230_071617_g1,2.01786E+03,2.23000E-06,2.00736E+00,1.54247E+00,3.79560E-06,1.53860E-09,2.56600E-03,7.68405E-01,8.70288E-01
MTC_vo_02230_000750_fd,2.11402E+01,2.23000E-06,2.25037E+00,2.23718E+00,2.47346E-10,1.76301E-15,1.37281E-04,9.94140E-01,8.31686E-01
MTC_vo_06200_000148_fd,1.49877E+00,6.20000E-06,3.58724E-01,1.65289E-01,9.59232E-12,1.34953E-17,2.66425E-06,4.60768E-01,4.98692E-01
MTC_vo_06200_000389_fd,3.94081E+00,6.20000E-06,1.64341E+00,1.14286E+00,6.63301E-11,2.45391E-16,7.10468E-06,6.95417E-01,8.52849E-01
MTC_vo_06200_018633_g1,1.88825E+02,6.20000E-06,2.02818E+00,1.03392E+00,2.27740E-07,2.70950E-11,5.93300E-04,5.09777E-01,9.76300E-01
MTC_vo_06200_014360_g2,1.45529E+02,6.20000E-06,2.03343E+00,1.03811E+00,1.15640E-07,1.24040E-11,3.54200E-04,5.10521E-01,9.70505E-01
MTC_vo_06200_027910_g1,2.82842E+02,6.20000E-06,2.02153E+00,1.03246E+00,5.76360E-07,9.10640E-11,1.00000E-03,5.10730E-01,9.77518E-01
MTC_vo_06200_020201_g1,2.04722E+02,6.20000E-06,2.02671E+00,1.03381E+00,3.01950E-07,3.45310E-11,7.23800E-04,5.10095E-01,9.76621E-01
MTC_vo_06200_005938_g2,6.01789E+01,6.20000E-06,2.05845E+00,1.05585E+00,1.52240E-08,8.77090E-13,1.07500E-04,5.12934E-01,9.66292E-01
MTC_vo_06200_037232_g1,3.77312E+02,6.20000E-06,2.01777E+00,1.03178E+00,1.02570E-06,2.16180E-10,1.33400E-03,5.11346E-01,9.78090E-01
MTC_vo_06200_005380_g2,5.45251E+01,6.20000E-06,2.06355E+00,1.05873E+00,1.24970E-08,6.52380E-13,9.74000E-05,5.13063E-01,9.65660E-01
MTC_vo_06200_000077_fd,7.77192E-01,6.20000E-06,1.17523E-01,2.25511E-02,2.57900E-12,1.88137E-18,1.38146E-06,1.91887E-01,1.50746E-01
MTC_vo_06200_001440_fd,1.45959E+01,6.20000E-06,2.24020E+00,1.28812E+00,9.10858E-10,1.24727E-14,2.63465E-05,5.75000E-01,9.36924E-01
MTC_vo_06200_003883_g2,3.93541E+01,6.20000E-06,2.08756E+00,1.07662E+00,6.51030E-09,2.45290E-13,7.03000E-05,5.15731E-01,9.62887E-01
MTC_vo_06200_000055_fd,5.55163E-01,6.20000E-06,7.30597E-02,6.58609E-03,1.31514E-12,6.85658E-19,1.00650E-05,9.01467E-02,8.16276E-02
MTC_vo_06200_000203_fd,2.05380E+00,6.20000E-06,6.27437E-01,3.60987E-01,1.80139E-11,3.47287E-17,3.65101E-06,5.75336E-01,6.68524E-01
MTC_vo_06200_000104_fd,1.05473E+00,6.20000E-06,1.96805E-01,6.22697E-02,4.75020E-12,4.70276E-18,1.87485E-06,3.16403E-01,2.72755E-01
MTC_vo_06200_002016_g2,2.04331E+01,6.20000E-06,2.12257E+00,1.11890E+00,1.75500E-09,3.43330E-14,3.65000E-05,5.27146E-01,9.47612E-01
MTC_vo_06200_016611_g2,1.68343E+02,6.20000E-06,2.03089E+00,1.03716E+00,1.74670E-07,1.92000E-11,4.69800E-04,5.10693E-01,9.71517E-01
MTC_vo_06200_000279_fd,2.83082E+00,6.20000E-06,1.06115E+00,6.94152E-01,3.42243E-11,9.09484E-17,5.13116E-06,6.54148E-01,7.73955E-01
MTC_vo_06200_000542_fd,5.49473E+00,6.20000E-06,2.18828E+00,1.55352E+00,1.28967E-10,6.65247E-16,9.86761E-06,7.09928E-01,8.90601E-01
MTC_vo_06200_002801_g2,2.83820E+01,6.20000E-06,2.07101E+00,1.05891E+00,3.38610E-09,9.20110E-14,5.07000E-05,5.11301E-01,9.56092E-01
MTC_vo_06200_001041_fd,1.05448E+01,6.20000E-06,2.34086E+00,1.46563E+00,4.75023E-10,4.70265E-15,1.90445E-05,6.26108E-01,9.20761E-01
MTC_vo_06200_071617_g1,7.25778E+02,6.20000E-06,2.01149E+00,1.03094E+00,3.79490E-06,1.53860E-09,2.56600E-03,5.12525E-01,9.78892E-01
MTC_vo_06200_000750_fd,7.60370E+00,6.20000E-06,2.42077E+00,1.65331E+00,2.47000E-10,1.76304E-15,1.37160E-05,6.82967E-01,9.09414E-01
MTC_vo_06200_051633_g1,5.23260E+02,6.20000E-06,2.01429E+00,1.03127E+00,1.97260E-06,5.76590E-10,1.85000E-03,5.11978E-01,9.78557E-01
MTC_vo_06200_012061_g2,1.22226E+02,6.20000E-06,2.03811E+00,1.04180E+00,7.85550E-08,7.34850E-12,2.81100E-04,5.11161E-01,9.69988E-01
MTC_vo_06200_009333_g2,9.45796E+01,6.20000E-06,2.04519E+00,1.04554E+00,4.04650E-08,3.40490E-12,1.87300E-04,5.11219E-01,9.68304E-01
MTC_vo_00300_1_fd_000104,2.17977E+01,3.00000E-07,2.09120E+00,2.09120E+00,4.75757E-12,4.70273E-18,1.90031E-06,1.00000E+00,7.48315E-01
MTC_vo_00300_2_g2_000392,8.21417E+01,3.00000E-07,2.04617E+00,2.04606E+00,6.62470E-11,2.52690E-16,7.10000E-06,9.99946E-01,7.26779E-01
MTC_vo_00300_2_g2_000757,1.58498E+02,3.00000E-07,2.04038E+00,2.04029E+00,2.46870E-10,1.81540E-15,1.37000E-05,9.99960E-01,7.26786E-01
MTC_vo_00300_3_g1_002016,4.22280E+02,3.00000E-07,2.01848E+00,2.01833E+00,1.75600E-09,3.43320E-14,3.65000E-05,9.99926E-01,7.47377E-01
MTC_vo_00300_3_g1_051633,1.08140E+04,3.00000E-07,2.00213E+00,2.00167E+00,1.97290E-06,5.76590E-10,1.85000E-03,9.99772E-01,7.08065E-01
MTC_vo_00300_3_g1_003883,8.13318E+02,3.00000E-07,2.01194E+00,2.01178E+00,6.51420E-09,2.45290E-13,7.03000E-05,9.99920E-01,7.47599E-01
MTC_vo_00300_1_fd_000077,1.60620E+01,3.00000E-07,2.28972E+00,2.28972E+00,2.58048E-12,1.88140E-18,1.39897E-06,1.00000E+00,7.71750E-01
MTC_vo_00300_2_g2_000282,5.90036E+01,3.00000E-07,2.05732E+00,2.05723E+00,3.41870E-11,9.36550E-17,5.10000E-06,9.99957E-01,7.43735E-01
MTC_vo_00300_3_g1_005938,1.24370E+03,3.00000E-07,2.00899E+00,2.00883E+00,1.52320E-08,8.77100E-13,1.07500E-04,9.99918E-01,7.47682E-01
MTC_vo_00300_1_fd_000055,1.14733E+01,3.00000E-07,2.41680E+00,2.41680E+00,1.31472E-12,6.85636E-19,9.97901E-07,1.00000E+00,7.87652E-01
MTC_vo_00300_3_g1_071617,1.49994E+04,3.00000E-07,2.00171E+00,2.00125E+00,3.79560E-06,1.53860E-09,2.56600E-03,9.99772E-01,7.08091E-01
MTC_vo_00300_3_g1_009333,1.95465E+03,3.00000E-07,2.00665E+00,2.00659E+00,4.04360E-08,3.40490E-12,1.87300E-04,9.99971E-01,7.31161E-01
MTC_vo_00300_3_g1_002801,5.86564E+02,3.00000E-07,2.01484E+00,2.01469E+00,3.38820E-09,9.20120E-14,5.07000E-05,9.99923E-01,7.47506E-01
MTC_vo_00300_2_g2_000547,1.14536E+02,3.00000E-07,2.04922E+00,2.04908E+00,1.28800E-10,6.85060E-16,9.90000E-06,9.99933E-01,7.23128E-01
MTC_vo_00300_3_g1_012061,2.52600E+03,3.00000E-07,2.00561E+00,2.00547E+00,7.86110E-08,7.34850E-12,2.81100E-04,9.99930E-01,7.27391E-01
MTC_vo_00300_2_g2_001050,2.19816E+02,3.00000E-07,2.02645E+00,2.02636E+00,4.74830E-10,4.84260E-15,1.90000E-05,9.99954E-01,7.26862E-01
MTC_vo_00300_3_g1_027910,5.84541E+03,3.00000E-07,2.00321E+00,2.00275E+00,5.76460E-07,9.10640E-11,1.00000E-03,9.99773E-01,7.08057E-01
MTC_vo_00300_3_g1_016611,3.47910E+03,3.00000E-07,2.00453E+00,2.00431E+00,1.74220E-07,1.92000E-11,4.69800E-04,9.99889E-01,7.15966E-01
MTC_vo_00300_3_g1_018632,3.90238E+03,3.00000E-07,2.00420E+00,2.00384E+00,2.27770E-07,2.70950E-11,5.93300E-04,9.99824E-01,7.09311E-01
MTC_vo_00300_3_g1_020201,4.23093E+03,3.00000E-07,2.00398E+00,2.00351E+00,3.02000E-07,3.45310E-11,7.23800E-04,9.99769E-01,7.08044E-01
MTC_vo_00300_3_g1_005380,1.12685E+03,3.00000E-07,2.00961E+00,2.00944E+00,1.25050E-08,6.52380E-13,9.74000E-05,9.99918E-01,7.47666E-01
MTC_vo_00300_2_g2_000204,4.28068E+01,3.00000E-07,2.07626E+00,2.07622E+00,1.79940E-11,3.57630E-17,3.70000E-06,9.99980E-01,7.60894E-01
MTC_vo_00300_3_g1_037232,7.79778E+03,3.00000E-07,2.00265E+00,2.00219E+00,1.02580E-06,2.16180E-10,1.33400E-03,9.99773E-01,7.08068E-01
MTC_vo_00300_2_g2_001453,3.04276E+02,3.00000E-07,2.02048E+00,2.02038E+00,9.09780E-10,1.28440E-14,2.63000E-05,9.99949E-01,7.28578E-01
MTC_vo_00300_1_fd_000148,3.09746E+01,3.00000E-07,2.08638E+00,2.08638E+00,9.61380E-12,1.34952E-17,2.69768E-06,1.00000E+00,7.46809E-01
MTC_vo_00300_3_g1_014360,3.00760E+03,3.00000E-07,2.00499E+00,2.00482E+00,1.15390E-07,1.24040E-11,3.54200E-04,9.99914E-01,7.25041E-01
MTC_vo_06800_001440_fd,1.33080E+01,6.80000E-06,2.28213E+00,1.37403E+00,9.10567E-10,1.24727E-14,2.62988E-05,6.02084E-01,9.23463E-01
