   1.6400000e+01   2.0000000e+00   1.2537660e+00   2.3493610e+00   4.4987818e-02   1.7127526e-02   2.1540357e-02
   1.6400000e+01   3.0000000e+00   4.1277950e+00   5.1863170e+00   7.1008550e-02   7.4025261e-02   5.2502537e-02
   1.6400000e+01   4.0000000e+00   9.5412060e+00   9.0700960e+00   9.7029283e-02   1.0040601e-01   8.3265526e-02
   1.6400000e+01   5.0000000e+00   1.8184790e+01   1.3974870e+01   1.3711956e-01   1.8149950e-01   1.3710010e-01
   1.6400000e+01   6.0000000e+00   3.0694450e+01   1.9878110e+01   1.7720984e-01   2.2590134e-01   1.8935818e-01
   1.6400000e+01   7.0000000e+00   4.7660920e+01   2.6691480e+01   2.2866770e-01   2.9090144e-01   2.6937128e-01
   1.6400000e+01   8.0000000e+00   6.9636980e+01   3.4473560e+01   2.8012557e-01   3.3202106e-01   3.4221255e-01
   1.6400000e+01   9.0000000e+00   9.7142940e+01   4.3107980e+01   3.2397738e-01   3.6589348e-01   4.3050873e-01
   1.6400000e+01   1.0000000e+01   1.3067100e+02   5.2664000e+01   3.6782918e-01   3.9168951e-01   5.0298346e-01
   1.6400000e+01   1.2500000e+01   2.4385230e+02   8.0396740e+01   5.5183127e-01   4.6392280e-01   6.5220072e-01
   1.6400000e+01   1.5000000e+01   4.0428510e+02   1.1337670e+02   7.7179366e-01   5.2800553e-01   6.7283199e-01
   1.6400000e+01   1.7500000e+01   6.1805770e+02   1.5129220e+02   1.0139563e+00   5.8289310e-01   6.3974185e-01
   1.6400000e+01   2.0000000e+01   8.9073400e+02   1.9394390e+02   1.2092284e+00   6.1748507e-01   6.3203237e-01
   1.6400000e+01   2.2500000e+01   1.2274500e+03   2.4185140e+02   1.3618368e+00   6.2833258e-01   6.9313894e-01
   1.6400000e+01   2.5000000e+01   1.6329830e+03   2.9380310e+02   1.5455868e+00   6.3838313e-01   7.4015593e-01
   1.6400000e+01   2.7500000e+01   2.1118110e+03   3.5055230e+02   1.7760493e+00   6.4786654e-01   7.7630063e-01
   1.6400000e+01   3.0000000e+01   2.6681460e+03   4.1173550e+02   1.9406565e+00   6.5369329e-01   7.9142318e-01
   1.6400000e+01   3.2500000e+01   3.3059780e+03   4.7770200e+02   2.0753123e+00   6.5811276e-01   7.9991962e-01
   1.6400000e+01   3.5000000e+01   4.0290910e+03   5.4669360e+02   2.1560183e+00   6.6139377e-01   8.0408556e-01
   1.6400000e+01   3.7500000e+01   4.8410950e+03   6.2103730e+02   2.2430327e+00   6.6161006e-01   8.0872093e-01
   1.6400000e+01   4.0000000e+01   5.7454370e+03   6.9834540e+02   2.3342528e+00   6.6000330e-01   8.1350022e-01
   1.6400000e+01   4.2500000e+01   6.7454210e+03   7.7991960e+02   2.3092641e+00   6.5990937e-01   8.1295041e-01
   1.6400000e+01   4.5000000e+01   7.8442220e+03   8.6656870e+02   2.3374010e+00   6.5913447e-01   8.1578419e-01
   1.6400000e+01   4.7500000e+01   9.0448930e+03   9.5706400e+02   2.4452261e+00   6.5745131e-01   8.2416223e-01
   1.6400000e+01   5.0000000e+01   1.0350380e+04   1.0492240e+03   2.4823573e+00   6.5498444e-01   8.3229688e-01
   1.6400000e+01   5.2500000e+01   1.1763530e+04   1.1460360e+03   2.5018150e+00   6.5233715e-01   8.4003733e-01
   1.6400000e+01   5.5000000e+01   1.3287090e+04   1.2478050e+03   2.5212727e+00   6.4973073e-01   8.4727668e-01
   1.6400000e+01   5.7500000e+01   1.4923730e+04   1.3529380e+03   2.5508386e+00   6.4777976e-01   8.5116701e-01
   1.6400000e+01   6.0000000e+01   1.6676040e+04   1.4612520e+03   2.5804045e+00   6.4587351e-01   8.5520292e-01
   1.6400000e+01   6.2500000e+01   1.8546520e+04   1.5727370e+03   2.6099703e+00   6.4401044e-01   8.5931962e-01
   1.6400000e+01   6.5000000e+01   2.0537620e+04   1.6887600e+03   2.6395362e+00   6.4218911e-01   8.6345581e-01
   1.6400000e+01   6.7500000e+01   2.2651720e+04   1.8080570e+03   2.6490194e+00   6.4111222e-01   8.6492038e-01
   1.6400000e+01   7.0000000e+01   2.4891130e+04   1.9303100e+03   2.6585026e+00   6.4004301e-01   8.6634872e-01
   1.6400000e+01   7.2500000e+01   2.7258100e+04   2.0553260e+03   2.6679859e+00   6.3898140e-01   8.6770493e-01
   1.6400000e+01   7.5000000e+01   2.9754850e+04   2.1832790e+03   2.6774691e+00   6.3792731e-01   8.6895639e-01
   1.6400000e+01   7.7500000e+01   3.2383520e+04   2.3191420e+03   2.6778151e+00   6.3666920e-01   8.7117520e-01
   1.6400000e+01   8.0000000e+01   3.5146210e+04   2.4554680e+03   2.6781611e+00   6.3541143e-01   8.7344196e-01
   1.6400000e+01   8.2500000e+01   3.8044980e+04   2.5932970e+03   2.6785072e+00   6.3415397e-01   8.7574556e-01
   1.6400000e+01   8.5000000e+01   4.1081840e+04   2.7352920e+03   2.6788532e+00   6.3289685e-01   8.7807505e-01
   1.6400000e+01   8.7500000e+01   4.4258770e+04   2.8824490e+03   2.6791992e+00   6.3164004e-01   8.8041980e-01
   1.6400000e+01   9.0000000e+01   4.7577680e+04   3.0321480e+03   2.6795452e+00   6.3038357e-01   8.8276961e-01
   1.6400000e+01   9.2500000e+01   5.1040480e+04   3.1838610e+03   2.6550433e+00   6.2690583e-01   8.8710000e-01
   1.6400000e+01   9.5000000e+01   5.4649020e+04   3.3398970e+03   2.6311442e+00   6.2349674e-01   8.8960000e-01
   1.6400000e+01   9.7500000e+01   5.8405120e+04   3.4958580e+03   2.6019338e+00   6.1917341e-01   8.9230000e-01
   1.6400000e+01   1.0000000e+02   6.2310570e+04   3.6570730e+03   2.5740997e+00   6.1493289e-01   8.9450000e-01
   1.6400000e+01   1.1250000e+02   8.4138410e+04   4.5223100e+03   2.4283019e+00   5.9149367e-01   9.0510000e-01
   1.6400000e+01   1.2500000e+02   1.0995110e+05   5.4513850e+03   2.2895401e+00   5.6670038e-01   9.1310000e-01
   1.6400000e+01   1.3750000e+02   1.3994160e+05   6.4554300e+03   2.1717664e+00   5.4310719e-01   9.1850000e-01
   1.6400000e+01   1.5000000e+02   1.7428930e+05   7.5308360e+03   2.0824646e+00   5.2341508e-01   9.2290000e-01
   1.6400000e+01   1.6250000e+02   2.1316270e+05   8.6713010e+03   2.0163663e+00   5.0778553e-01   9.2570000e-01
   1.6400000e+01   1.7500000e+02   2.5671980e+05   9.8745590e+03   1.9805008e+00   4.9906754e-01   9.2810000e-01
