   1.6400000e+01   2.0000000e+00   2.1217620e+00   2.7365290e+00   6.3892386e-02   2.8493880e-02   1.9704697e-02
   1.6400000e+01   3.0000000e+00   7.1609480e+00   6.1571900e+00   1.0787822e-01   9.0344806e-02   4.4663756e-02
   1.6400000e+01   4.0000000e+00   1.6974100e+01   1.0946110e+01   1.6722889e-01   1.7138463e-01   7.8171154e-02
   1.6400000e+01   5.0000000e+00   3.3152530e+01   1.7103300e+01   2.4987705e-01   2.6640439e-01   1.2214413e-01
   1.6400000e+01   6.0000000e+00   5.7287580e+01   2.4628760e+01   3.5863511e-01   3.5617200e-01   1.7714392e-01
   1.6400000e+01   7.0000000e+00   9.0970560e+01   3.3522480e+01   4.8809728e-01   4.3028234e-01   2.4767179e-01
   1.6400000e+01   8.0000000e+00   1.3579280e+02   4.3784460e+01   6.2871221e-01   4.8325356e-01   3.3450430e-01
   1.6400000e+01   9.0000000e+00   1.9334560e+02   5.5414710e+01   7.8024352e-01   5.2030220e-01   4.3277261e-01
   1.6400000e+01   1.0000000e+01   2.6522030e+02   6.8413220e+01   9.4577855e-01   5.4735154e-01   5.2973583e-01
   1.6400000e+01   1.2500000e+01   5.1800840e+02   1.0689570e+02   1.3979210e+00   6.0574912e-01   6.6707551e-01
   1.6400000e+01   1.5000000e+01   8.9511840e+02   1.5392970e+02   1.7713498e+00   6.4218570e-01   7.1297330e-01
   1.6400000e+01   1.7500000e+01   1.4214150e+03   2.0951550e+02   2.0707313e+00   6.5812413e-01   7.5426058e-01
   1.6400000e+01   2.0000000e+01   2.1217620e+03   2.7365290e+02   2.2876160e+00   6.6180361e-01   7.9056584e-01
   1.6400000e+01   2.2500000e+01   3.0210250e+03   3.4634190e+02   2.4042307e+00   6.5753725e-01   8.0930413e-01
   1.6400000e+01   2.5000000e+01   4.1440670e+03   4.2758260e+02   2.4618656e+00   6.4735528e-01   8.2124186e-01
   1.6400000e+01   2.7500000e+01   5.5157530e+03   5.1737500e+02   2.4639947e+00   6.3545533e-01   8.3248305e-01
   1.6400000e+01   3.0000000e+01   7.1609480e+03   6.1571900e+02   2.4408277e+00   6.1366380e-01   8.4220172e-01
   1.6400000e+01   3.2500000e+01   9.1045150e+03   7.2261460e+02   2.3879365e+00   5.9166100e-01   8.4165119e-01
   1.6400000e+01   3.5000000e+01   1.1371320e+04   8.3806190e+02   2.3060800e+00   5.7489306e-01   8.4211171e-01
   1.6400000e+01   3.7500000e+01   1.3986230e+04   9.6206090e+02   2.2464770e+00   5.5331082e-01   8.4810966e-01
   1.6400000e+01   4.0000000e+01   1.6974100e+04   1.0946110e+03   2.1801734e+00   5.3688500e-01   8.4943913e-01
   1.6400000e+01   4.2500000e+01   2.0359800e+04   1.2357140e+03   2.1220394e+00   5.2680134e-01   8.5385742e-01
   1.6400000e+01   4.5000000e+01   2.4168200e+04   1.3853680e+03   2.0988361e+00   5.1479458e-01   8.6222460e-01
   1.6400000e+01   4.7500000e+01   2.8424150e+04   1.5435730e+03   2.0752822e+00   5.0793238e-01   8.6828131e-01
   1.6400000e+01   5.0000000e+01   3.3152530e+04   1.7103300e+03   2.0638383e+00   5.0499887e-01   8.7278720e-01
   1.6400000e+01   5.2500000e+01   3.8378200e+04   1.8856390e+03   2.0853778e+00   5.1078319e-01   8.8100000e-01
   1.6400000e+01   5.5000000e+01   4.4126020e+04   2.0695000e+03   2.1062555e+00   5.1631386e-01   8.8540000e-01
   1.6400000e+01   5.7500000e+01   5.0420860e+04   2.2619120e+03   2.1287971e+00   5.2172159e-01   8.8960000e-01
   1.6400000e+01   6.0000000e+01   5.7287580e+04   2.4628760e+03   2.1454393e+00   5.2636161e-01   8.9300000e-01
   1.6400000e+01   6.2500000e+01   6.4751040e+04   2.6723910e+03   2.1593283e+00   5.3019580e-01   8.9610000e-01
